Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Returns,Payment Mode,Return Status
C-10282,Pete Williamson,Consumer,United States,San Diego,Illinois,West,OFF-BI-100113,Office Supplies,Paper,GBC Personal Velobind Strips,24.57,3,2.6,0,Online,Not Returned
C-10283,Sally Miller,Consumer,United States,New York City,Illinois,East,OFF-BI-100188,Technology,Computers,Avery Arch Ring Binders,1161.0,6,201.29,0,Cards,Not Returned
C-10284,John Wallace,Corporate,United States,Chicago,New York,East,OFF-BI-100173,Office Supplies,Labels,Deluxe Heavy-Duty Vinyl Round Ring Binder,266.35,5,64.67,0,COD,Not Returned
C-10285,Todd Vandezanden,Home Office,United States,Philadelphia,Arizona,South,OFF-BI-100030,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,22.82,1,1.4,0,Online,Not Returned
C-10286,Pete Miller,Home Office,United States,Houston,Texas,South,OFF-BI-100008,Furniture,Tables,Satellite Sectional Post Binders,1715.1,6,218.85,0,COD,Not Returned
C-10287,Nicoma Peis,Home Office,United States,San Antonio,Pennsylvania,East,OFF-BI-100167,Office Supplies,Paper,Canvas Sectional Post Binders,99.68,2,7.71,0,COD,Not Returned
C-10288,Anthony Gardner,Corporate,United States,Los Angeles,New York,East,OFF-BI-100094,Office Supplies,Labels,"Square Ring Data Binders, Rigid 75 Pt, Covers, 11"" x 14-7/8""",28.69,1,6.83,0,Online,Not Returned
C-10289,Thomas Martin,Consumer,United States,San Diego,Illinois,East,OFF-BI-100005,Furniture,Tables,Plastic Binding Combs,660.16,2,136.41,0,Cards,Not Returned
C-10290,John Baptist,Home Office,United States,Chicago,New York,Central,OFF-BI-100076,Office Supplies,Labels,Plastic Binding Combs,30.71,1,5.27,0,Online,Not Returned
C-10291,Ben Shillingburg,Home Office,United States,New York City,Texas,South,OFF-BI-100103,Technology,Computers,Deluxe Heavy-Duty Vinyl Round Ring Binder,3753.36,4,342.41,1,Online,Returned
C-10292,Henry Shillingburg,Home Office,United States,Houston,Pennsylvania,East,OFF-BI-100192,Technology,Phones,Wilson Jones Century Plastic Molded Ring Binders,2009.2,5,225.39,0,Online,Not Returned
C-10293,Kunst Williamson,Home Office,United States,Philadelphia,New York,East,OFF-BI-100142,Furniture,Chairs,SpineVue Locking Slant-D Ring Binders by Cardinal,308.6,2,68.6,0,Online,Not Returned
C-10294,Henry Reichertbach,Home Office,United States,Phoenix,New York,East,OFF-BI-100022,Office Supplies,Paper,Deluxe Heavy-Duty Vinyl Round Ring Binder,167.26,2,26.09,0,Online,Not Returned
C-10295,Frank Hooks,Home Office,United States,New York City,California,Central,OFF-BI-100043,Office Supplies,Storage,Avery Hidden Tab Dividers for Binding Systems,67.14,3,8.59,0,Online,Not Returned
C-10296,William Martin,Corporate,United States,San Diego,California,South,OFF-BI-100168,Technology,Accessories,Deluxe Heavy-Duty Vinyl Round Ring Binder,574.64,2,110.62,0,Cards,Not Returned
C-10297,Toby Vandezanden,Consumer,United States,Houston,Pennsylvania,East,OFF-BI-100155,Office Supplies,Art,Deluxe Heavy-Duty Vinyl Round Ring Binder,3.48,3,0.77,0,Cards,Not Returned
C-10298,William Boland,Corporate,United States,Houston,California,West,OFF-BI-100036,Office Supplies,Paper,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",44.45,5,3.71,1,Cards,Returned
C-10299,Giulietta Lee,Consumer,United States,Phoenix,Illinois,South,OFF-BI-100108,Office Supplies,Storage,GBC DocuBind PRO Manual Binding Machine,61.14,3,6.2,0,Cards,Not Returned
C-10300,Kunst Martin,Consumer,United States,San Antonio,Pennsylvania,West,OFF-BI-100065,Office Supplies,Binders,Prestige Round Ring Binders,126.4,5,14.27,0,Cards,Not Returned
C-10301,Scott Shillingburg,Home Office,United States,Houston,Pennsylvania,Central,OFF-BI-100162,Office Supplies,Art,GBC Personal Velobind Strips,3.39,3,0.3,0,Cards,Not Returned
C-10302,Todd Reynat,Consumer,United States,Chicago,Illinois,South,OFF-BI-100107,Furniture,Tables,Deluxe Heavy-Duty Vinyl Round Ring Binder,385.05,3,59.28,0,COD,Not Returned
C-10303,Evan Gardner,Home Office,United States,Los Angeles,Arizona,East,OFF-BI-100019,Technology,Computers,Ibico Ibimaster 300 Manual Binding System,1810.42,2,60.05,0,Cards,Not Returned
C-10304,Janet Reynat,Consumer,United States,Philadelphia,Illinois,Central,OFF-BI-100163,Office Supplies,Art,GBC DocuBind PRO Manual Binding Machine,62.84,2,7.03,0,Online,Not Returned
C-10305,Dan Peis,Home Office,United States,San Antonio,New York,East,OFF-BI-100096,Office Supplies,Binders,Avery Non-Stick Binders,274.2,4,64.58,0,Online,Not Returned
C-10306,Edward Murray,Home Office,United States,San Diego,New York,Central,OFF-BI-100150,Furniture,Bookcases,Deluxe Heavy-Duty Vinyl Round Ring Binder,1703.16,3,520.86,0,Cards,Not Returned
C-10307,John Kriz,Consumer,United States,New York City,California,Central,OFF-BI-100155,Technology,Accessories,Satellite Sectional Post Binders,1507.17,3,170.26,0,COD,Not Returned
C-10308,Pete Reichertbach,Consumer,United States,San Antonio,Texas,West,OFF-BI-100141,Office Supplies,Storage,GBC DocuBind 300 Electric Binding Machine,154.56,2,35.64,0,COD,Not Returned
C-10309,Caroline Shillingburg,Home Office,United States,Chicago,Texas,Central,OFF-BI-100168,Furniture,Tables,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",231.6,5,72.06,0,Online,Not Returned
C-10310,Scott Kriz,Corporate,United States,Houston,Pennsylvania,South,OFF-BI-100181,Furniture,Bookcases,Wilson Jones Century Plastic Molded Ring Binders,869.82,6,139.19,0,Cards,Not Returned
C-10311,Toby Hooks,Home Office,United States,Phoenix,Illinois,South,OFF-BI-100119,Office Supplies,Art,GBC Standard Plastic Binding Systems Combs,301.68,6,68.61,0,Cards,Not Returned
C-10312,Patrick Creighton,Consumer,United States,Los Angeles,Illinois,South,OFF-BI-100078,Technology,Computers,Avery Arch Ring Binders,1289.1,3,105.73,0,COD,Not Returned
C-10313,Jamie Martin,Home Office,United States,Los Angeles,California,East,OFF-BI-100186,Furniture,Chairs,Avery Non-Stick Binders,3069.08,4,1044.05,0,Online,Not Returned
C-10314,Toby Miller,Home Office,United States,Chicago,Texas,South,OFF-BI-100002,Office Supplies,Labels,Avery Hidden Tab Dividers for Binding Systems,4.91,1,1.13,0,Cards,Not Returned
C-10315,Jamie Nguyen,Corporate,United States,Houston,Pennsylvania,East,OFF-BI-100103,Technology,Phones,"Square Ring Data Binders, Rigid 75 Pt, Covers, 11"" x 14-7/8""",2382.6,4,435.54,0,Cards,Not Returned
C-10316,Patrick Vandezanden,Home Office,United States,New York City,Arizona,South,OFF-BI-100062,Furniture,Bookcases,Canvas Sectional Post Binders,784.3,2,83.42,0,Online,Not Returned
C-10317,Dan Boland,Corporate,United States,Philadelphia,California,Central,OFF-BI-100044,Technology,Computers,GBC DocuBind PRO Manual Binding Machine,198.42,2,24.37,0,Online,Not Returned
C-10318,Frank Parks,Consumer,United States,Philadelphia,Pennsylvania,West,OFF-BI-100095,Office Supplies,Paper,Satellite Sectional Post Binders,17.34,2,2.25,0,Cards,Not Returned
C-10319,Lena Miller,Corporate,United States,Houston,New York,South,OFF-BI-100075,Office Supplies,Labels,Ibico Ibimaster 300 Manual Binding System,208.38,6,37.45,0,Online,Not Returned
C-10320,Lena Nguyen,Home Office,United States,San Diego,New York,Central,OFF-BI-100118,Technology,Phones,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",813.0,3,150.65,0,Online,Not Returned
C-10321,Lena Reynat,Corporate,United States,New York City,Illinois,West,OFF-BI-100090,Office Supplies,Art,Satellite Sectional Post Binders,62.76,3,12.98,0,COD,Not Returned
C-10322,Giulietta Frazer,Consumer,United States,Los Angeles,Arizona,West,OFF-BI-100125,Office Supplies,Labels,Avery Hanging File Binders,145.05,5,28.06,0,COD,Not Returned
C-10323,Scott Henry,Corporate,United States,Phoenix,California,South,OFF-BI-100039,Technology,Phones,Wilson Jones Century Plastic Molded Ring Binders,4251.66,3,150.4,0,COD,Not Returned
C-10324,Bradley Frazer,Corporate,United States,Phoenix,New York,South,OFF-BI-100046,Office Supplies,Labels,Deluxe Heavy-Duty Vinyl Round Ring Binder,75.04,8,13.62,0,Cards,Not Returned
C-10325,Adam Henry,Consumer,United States,New York City,Illinois,West,OFF-BI-100191,Office Supplies,Art,Avery Hidden Tab Dividers for Binding Systems,90.64,2,13.78,1,Online,Returned
C-10326,Todd Braunhardt,Consumer,United States,Philadelphia,New York,West,OFF-BI-100101,Office Supplies,Paper,Avery Hidden Tab Dividers for Binding Systems,60.51,3,6.51,0,Cards,Not Returned
C-10327,Frank Shillingburg,Home Office,United States,San Diego,Arizona,South,OFF-BI-100030,Technology,Accessories,Avery Hidden Tab Dividers for Binding Systems,222.52,2,34.44,0,Cards,Not Returned
C-10328,Todd Frazer,Consumer,United States,San Antonio,California,East,OFF-BI-100128,Office Supplies,Labels,Canvas Sectional Post Binders,263.76,6,57.08,0,Online,Not Returned
C-10329,Giulietta Dana,Home Office,United States,Houston,New York,Central,OFF-BI-100128,Office Supplies,Art,"Square Ring Data Binders, Rigid 75 Pt, Covers, 11"" x 14-7/8""",12.76,2,2.53,0,COD,Not Returned
C-10330,Sally Peis,Consumer,United States,Phoenix,Texas,East,OFF-BI-100122,Furniture,Furnishings,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",455.3,2,73.86,0,COD,Not Returned
C-10331,Dan Nguyen,Corporate,United States,Los Angeles,Illinois,West,OFF-BI-100063,Furniture,Tables,Ibico Ibimaster 300 Manual Binding System,434.51,1,46.31,0,Cards,Not Returned
C-10332,Sally Lee,Consumer,United States,Chicago,California,West,OFF-BI-100179,Office Supplies,Binders,Canvas Sectional Post Binders,407.05,5,47.96,0,Online,Not Returned
C-10333,Shahid Hooks,Consumer,United States,Chicago,Texas,East,OFF-BI-100070,Office Supplies,Binders,Avery Hanging File Binders,106.62,3,22.65,0,Cards,Not Returned
C-10334,Thomas Wallace,Corporate,United States,Phoenix,Pennsylvania,West,OFF-BI-100097,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,32.06,2,2.35,0,Online,Not Returned
C-10335,Todd Braunhardt,Corporate,United States,New York City,Illinois,East,OFF-BI-100130,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,25.02,1,2.96,1,COD,Returned
C-10336,Todd Hopkins,Consumer,United States,Houston,Illinois,East,OFF-BI-100182,Office Supplies,Art,Avery Hidden Tab Dividers for Binding Systems,260.7,3,21.26,0,Online,Not Returned
C-10337,Christina Dana,Consumer,United States,San Diego,Illinois,East,OFF-BI-100054,Office Supplies,Art,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",84.78,3,13.6,0,COD,Not Returned
C-10338,Giulietta Miller,Consumer,United States,Phoenix,New York,East,OFF-BI-100093,Office Supplies,Labels,Tuff Stuff Recycled Round Ring Binders,24.84,2,4.55,0,Cards,Not Returned
C-10339,Dan Wallace,Home Office,United States,Philadelphia,Pennsylvania,Central,OFF-BI-100084,Furniture,Tables,Vinyl Sectional Post Binders,331.59,1,36.19,0,Online,Not Returned
C-10340,John Peis,Home Office,United States,Los Angeles,California,East,OFF-BI-100098,Office Supplies,Storage,GBC DocuBind PRO Manual Binding Machine,5.16,2,0.73,0,Online,Not Returned
C-10341,Caroline Parks,Home Office,United States,San Diego,New York,East,OFF-BI-100049,Technology,Computers,GBC Personal Velobind Strips,3782.4,4,201.39,0,Cards,Not Returned
C-10342,Toby Johnson,Corporate,United States,Chicago,New York,West,OFF-BI-100194,Office Supplies,Labels,Avery Hanging File Binders,125.56,4,6.49,0,Online,Not Returned
C-10343,Sally Peis,Home Office,United States,Philadelphia,Illinois,South,OFF-BI-100194,Office Supplies,Art,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",32.4,3,6.79,0,Cards,Not Returned
C-10344,Giulietta Henry,Home Office,United States,San Antonio,Arizona,East,OFF-BI-100017,Office Supplies,Labels,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",40.38,2,2.69,0,Online,Not Returned
C-10345,Ben Murray,Corporate,United States,New York City,Pennsylvania,West,OFF-BI-100074,Office Supplies,Paper,Wilson Jones data warehouse D-Ring Binders with DublLock,53.42,2,13.27,0,Cards,Not Returned
C-10346,Edward Reynat,Corporate,United States,Chicago,Texas,South,OFF-BI-100131,Office Supplies,Storage,GBC DocuBind PRO Manual Binding Machine,12.57,1,0.99,0,Cards,Not Returned
C-10347,Thomas Kriz,Home Office,United States,New York City,California,West,OFF-BI-100052,Office Supplies,Art,GBC Plastic Binding Combs,513.72,4,36.45,0,Cards,Not Returned
C-10348,Kunst Weiss,Home Office,United States,Phoenix,Illinois,West,OFF-BI-100116,Office Supplies,Storage,GBC Standard Plastic Binding Systems Combs,197.64,4,17.82,0,COD,Not Returned
C-10349,Giulietta Nguyen,Consumer,United States,New York City,Arizona,West,OFF-BI-100043,Office Supplies,Binders,Avery Non-Stick Binders,166.96,4,11.63,0,COD,Not Returned
C-10350,Pete Henry,Home Office,United States,New York City,Pennsylvania,West,OFF-BI-100034,Furniture,Bookcases,Ibico Ibimaster 300 Manual Binding System,762.82,2,254.25,0,Online,Not Returned
C-10351,William Braunhardt,Home Office,United States,Philadelphia,Illinois,East,OFF-BI-100161,Office Supplies,Art,GBC DocuBind 300 Electric Binding Machine,52.84,4,3.29,0,Cards,Not Returned
C-10352,Luke Kriz,Consumer,United States,Phoenix,Illinois,East,OFF-BI-100104,Office Supplies,Paper,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",22.48,2,4.94,0,Cards,Not Returned
C-10353,Scott Reichertbach,Home Office,United States,Chicago,Illinois,East,OFF-BI-100187,Technology,Computers,Ibico Ibimaster 300 Manual Binding System,1077.15,3,204.85,0,Cards,Not Returned
C-10354,Scott MacAllister,Home Office,United States,San Antonio,Pennsylvania,Central,OFF-BI-100184,Technology,Phones,Canvas Sectional Post Binders,1425.88,2,254.12,0,Cards,Not Returned
C-10355,Janet Jumper,Home Office,United States,Philadelphia,Illinois,West,OFF-BI-100113,Furniture,Tables,Avery Non-Stick Binders,49.78,1,6.82,0,Cards,Not Returned
C-10356,Jamie Gardner,Consumer,United States,Houston,Pennsylvania,South,OFF-BI-100039,Technology,Copiers,SpineVue Locking Slant-D Ring Binders by Cardinal,821.16,2,160.7,0,COD,Not Returned
C-10357,Evan Boland,Home Office,United States,San Diego,California,West,OFF-BI-100126,Technology,Phones,GBC Plastic Binding Combs,1204.76,2,212.71,0,Online,Not Returned
C-10358,Dan Gardner,Corporate,United States,New York City,Illinois,West,OFF-BI-100165,Office Supplies,Paper,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",237.2,4,28.79,0,Online,Not Returned
C-10359,Sally MacAllister,Home Office,United States,Los Angeles,Texas,West,OFF-BI-100017,Furniture,Tables,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",1092.93,3,165.59,0,COD,Not Returned
C-10360,Edward Hopkins,Consumer,United States,Chicago,Pennsylvania,East,OFF-BI-100185,Technology,Phones,GBC Standard Plastic Binding Systems Combs,198.14,2,31.4,1,Cards,Returned
C-10361,Jamie Wallace,Consumer,United States,New York City,Pennsylvania,East,OFF-BI-100028,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,69.06,1,7.8,0,Online,Not Returned
C-10362,Toby Braunhardt,Home Office,United States,New York City,New York,East,OFF-BI-100036,Furniture,Bookcases,Avery Arch Ring Binders,126.56,2,25.27,0,Cards,Not Returned
C-10363,Caroline Wallace,Corporate,United States,San Diego,Arizona,South,OFF-BI-100051,Technology,Phones,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",2741.76,4,344.19,0,Online,Not Returned
C-10364,Janet Williamson,Consumer,United States,Phoenix,Pennsylvania,East,OFF-BI-100062,Office Supplies,Paper,Wilson Jones data warehouse D-Ring Binders with DublLock,203.79,3,49.08,0,Online,Not Returned
C-10365,Christina Kriz,Consumer,United States,San Antonio,California,East,OFF-BI-100026,Office Supplies,Art,GBC Standard Plastic Binding Systems Combs,190.59,3,25.75,0,Online,Not Returned
C-10366,Giulietta Martin,Home Office,United States,Phoenix,California,South,OFF-BI-100037,Office Supplies,Labels,Vinyl Sectional Post Binders,166.12,4,29.75,0,Cards,Not Returned
C-10367,Dan Henry,Corporate,United States,Los Angeles,California,East,OFF-BI-100125,Technology,Phones,GBC Plastic Binding Combs,311.1,2,49.51,0,COD,Not Returned
C-10368,Edward Vandezanden,Corporate,United States,Los Angeles,New York,West,OFF-BI-100030,Office Supplies,Art,Vinyl Sectional Post Binders,154.17,3,28.93,0,Online,Not Returned
C-10369,Pete Wallace,Corporate,United States,San Antonio,California,Central,OFF-BI-100046,Office Supplies,Storage,Prestige Round Ring Binders,165.08,4,28.89,0,Cards,Not Returned
C-10370,Jamie Jumper,Home Office,United States,San Diego,Pennsylvania,Central,OFF-BI-100069,Office Supplies,Binders,3M Organizer Strips,254.75,5,41.23,0,COD,Not Returned
C-10371,Pete Parks,Corporate,United States,Chicago,Illinois,West,OFF-BI-100038,Furniture,Chairs,Wilson Jones Century Plastic Molded Ring Binders,774.42,2,100.36,0,COD,Not Returned
C-10372,Adam Boyes,Consumer,United States,San Antonio,Pennsylvania,Central,OFF-BI-100017,Furniture,Furnishings,Satellite Sectional Post Binders,2032.5,5,507.43,0,Online,Not Returned
C-10373,Frank Reynat,Corporate,United States,San Antonio,Illinois,Central,OFF-BI-100046,Office Supplies,Paper,Wilson Jones Century Plastic Molded Ring Binders,198.18,3,31.06,0,COD,Not Returned
C-10374,Scott Nguyen,Corporate,United States,Philadelphia,California,West,OFF-BI-100154,Office Supplies,Labels,Prestax Flexible Ring Binders,18.88,4,3.06,0,COD,Not Returned
C-10375,Caroline Boyes,Home Office,United States,Houston,Texas,East,OFF-BI-100136,Office Supplies,Storage,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",4.38,3,0.83,0,Cards,Not Returned
C-10376,Janet Miller,Corporate,United States,Houston,Pennsylvania,East,OFF-BI-100198,Office Supplies,Storage,GBC Personal Velobind Strips,91.17,3,16.66,0,Online,Not Returned
C-10377,Sibella Braunhardt,Corporate,United States,San Diego,California,East,OFF-BI-100092,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,126.45,5,9.14,0,Online,Not Returned
C-10378,Dan Williamson,Consumer,United States,Chicago,Arizona,South,OFF-BI-100075,Office Supplies,Paper,SpineVue Locking Slant-D Ring Binders by Cardinal,89.31,3,9.75,0,Online,Not Returned
C-10379,Adam Vandezanden,Home Office,United States,Los Angeles,Pennsylvania,West,OFF-BI-100191,Technology,Phones,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",3075.6,5,523.45,0,COD,Not Returned
C-10380,John Vandezanden,Home Office,United States,Los Angeles,Pennsylvania,East,OFF-BI-100095,Office Supplies,Labels,Wilson Jones data warehouse D-Ring Binders with DublLock,21.44,4,3.9,0,COD,Not Returned
C-10381,Scott Reichertbach,Consumer,United States,Chicago,New York,West,OFF-BI-100037,Technology,Phones,Vinyl Sectional Post Binders,1573.41,3,296.88,0,Online,Not Returned
C-10382,Frank Weiss,Home Office,United States,Chicago,Texas,West,OFF-BI-100038,Office Supplies,Labels,Wilson Jones Century Plastic Molded Ring Binders,218.4,6,12.73,0,Cards,Not Returned
C-10383,Thomas Vandezanden,Consumer,United States,Philadelphia,Texas,East,OFF-BI-100120,Furniture,Bookcases,Avery Hidden Tab Dividers for Binding Systems,380.87,1,47.81,0,COD,Not Returned
C-10384,Caroline Hooks,Corporate,United States,Chicago,Arizona,West,OFF-BI-100154,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,103.84,2,22.1,0,Online,Not Returned
C-10385,Todd Shillingburg,Consumer,United States,Phoenix,Arizona,Central,OFF-BI-100141,Technology,Copiers,GBC Personal Velobind Strips,1406.58,3,72.02,0,Cards,Not Returned
C-10386,Kunst Johnson,Home Office,United States,San Antonio,California,West,OFF-BI-100069,Office Supplies,Paper,GBC DocuBind PRO Manual Binding Machine,112.76,4,21.52,0,COD,Not Returned
C-10387,Lena MacAllister,Corporate,United States,Los Angeles,Pennsylvania,South,OFF-BI-100047,Office Supplies,Labels,Deluxe Heavy-Duty Vinyl Round Ring Binder,48.92,2,8.55,0,COD,Not Returned
C-10388,Shahid Johnson,Corporate,United States,New York City,Illinois,South,OFF-BI-100097,Furniture,Furnishings,GBC Plastic Binding Combs,467.52,4,149.64,1,Online,Returned
C-10389,Christina Boland,Consumer,United States,Philadelphia,New York,West,OFF-BI-100092,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,202.74,6,31.84,0,COD,Not Returned
C-10390,Patrick Dana,Consumer,United States,New York City,Illinois,West,OFF-BI-100054,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,67.11,3,14.0,0,Cards,Not Returned
C-10391,Janet Shillingburg,Corporate,United States,Los Angeles,Arizona,East,OFF-BI-100061,Furniture,Chairs,Ibico Ibimaster 300 Manual Binding System,2143.12,4,305.54,0,Cards,Not Returned
C-10392,John Creighton,Home Office,United States,New York City,Illinois,Central,OFF-BI-100023,Office Supplies,Art,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",120.15,3,10.46,0,COD,Not Returned
C-10393,Kunst Vandezanden,Corporate,United States,Chicago,Pennsylvania,East,OFF-BI-100185,Office Supplies,Labels,Vinyl Sectional Post Binders,170.0,4,15.66,0,COD,Not Returned
C-10394,Caroline Shillingburg,Home Office,United States,Chicago,New York,South,OFF-BI-100128,Technology,Phones,Prestax Flexible Ring Binders,121.8,2,13.94,0,COD,Not Returned
C-10395,William Frazer,Home Office,United States,Chicago,Pennsylvania,South,OFF-BI-100074,Technology,Phones,GBC Plastic Binding Combs,731.85,3,55.04,0,Online,Not Returned
C-10396,Ben Dana,Home Office,United States,Chicago,Pennsylvania,West,OFF-BI-100055,Office Supplies,Paper,Prestax Flexible Ring Binders,43.79,1,7.46,0,Cards,Not Returned
C-10397,Bradley Boyes,Home Office,United States,Chicago,Illinois,Central,OFF-BI-100114,Technology,Accessories,Prestax Flexible Ring Binders,3110.52,3,118.59,0,COD,Not Returned
C-10398,Thomas Parks,Home Office,United States,San Antonio,California,West,OFF-BI-100010,Technology,Copiers,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",645.68,2,128.23,0,Cards,Not Returned
C-10399,William MacAllister,Corporate,United States,San Diego,New York,East,OFF-BI-100145,Office Supplies,Paper,Avery Arch Ring Binders,342.28,4,55.08,0,Online,Not Returned
C-10400,Anthony Jumper,Consumer,United States,San Diego,Illinois,West,OFF-BI-100127,Office Supplies,Binders,Satellite Sectional Post Binders,60.82,2,4.9,0,COD,Not Returned
C-10401,Jamie MacAllister,Corporate,United States,Los Angeles,New York,West,OFF-BI-100093,Office Supplies,Storage,Vinyl Sectional Post Binders,193.02,3,43.44,0,Cards,Not Returned
C-10402,Evan Hooks,Home Office,United States,San Diego,Pennsylvania,West,OFF-BI-100065,Office Supplies,Labels,Wilson Jones Century Plastic Molded Ring Binders,78.22,2,9.78,0,Online,Not Returned
C-10403,Todd Gardner,Corporate,United States,San Antonio,Arizona,West,OFF-BI-100073,Office Supplies,Art,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",96.51,3,17.01,0,COD,Not Returned
C-10404,Sally Vandezanden,Corporate,United States,Los Angeles,Pennsylvania,South,OFF-BI-100080,Office Supplies,Storage,Vinyl Sectional Post Binders,128.7,3,20.15,0,Cards,Not Returned
C-10405,Lena Nguyen,Home Office,United States,New York City,Pennsylvania,West,OFF-BI-100158,Office Supplies,Binders,Avery Arch Ring Binders,187.23,3,28.14,0,Cards,Not Returned
C-10406,Frank Dana,Consumer,United States,Chicago,Arizona,South,OFF-BI-100074,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",5.5,2,0.34,0,Online,Not Returned
C-10407,Sally Reichertbach,Home Office,United States,Philadelphia,Texas,South,OFF-BI-100171,Office Supplies,Labels,GBC DocuBind PRO Manual Binding Machine,95.3,2,11.22,0,Cards,Not Returned
C-10408,Jamie Vandezanden,Corporate,United States,Chicago,Pennsylvania,East,OFF-BI-100027,Technology,Copiers,GBC DocuBind PRO Manual Binding Machine,1059.1,2,56.83,0,COD,Not Returned
C-10409,Janet MacAllister,Home Office,United States,Philadelphia,Arizona,South,OFF-BI-100016,Office Supplies,Art,Tuff Stuff Recycled Round Ring Binders,126.1,2,13.08,0,Online,Not Returned
C-10410,John Hooks,Consumer,United States,New York City,Arizona,West,OFF-BI-100071,Furniture,Chairs,SpineVue Locking Slant-D Ring Binders by Cardinal,2053.1,5,388.52,1,COD,Returned
C-10411,Nicoma Wallace,Corporate,United States,San Antonio,New York,Central,OFF-BI-100145,Furniture,Bookcases,Wilson Jones data warehouse D-Ring Binders with DublLock,856.3,2,250.95,0,COD,Not Returned
C-10412,Edward Baptist,Consumer,United States,San Antonio,Illinois,Central,OFF-BI-100005,Office Supplies,Paper,Wilson Jones Century Plastic Molded Ring Binders,95.8,2,15.65,1,Cards,Returned
C-10413,Giulietta Dana,Home Office,United States,Los Angeles,Illinois,South,OFF-BI-100070,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",92.58,2,17.17,0,COD,Not Returned
C-10414,Sally Gardner,Corporate,United States,New York City,New York,South,OFF-BI-100047,Office Supplies,Art,Deluxe Heavy-Duty Vinyl Round Ring Binder,32.1,2,8.0,0,COD,Not Returned
C-10415,Toby Creighton,Corporate,United States,San Diego,Arizona,West,OFF-BI-100107,Office Supplies,Art,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",364.56,7,52.3,0,Cards,Not Returned
C-10416,Janet Boland,Home Office,United States,New York City,Arizona,West,OFF-BI-100099,Office Supplies,Storage,Deluxe Heavy-Duty Vinyl Round Ring Binder,299.35,5,16.04,0,Online,Not Returned
C-10417,Anthony Braunhardt,Consumer,United States,Philadelphia,New York,West,OFF-BI-100082,Furniture,Tables,Prestige Round Ring Binders,539.6,1,57.52,0,COD,Not Returned
C-10418,Frank Baptist,Consumer,United States,San Antonio,Illinois,East,OFF-BI-100029,Office Supplies,Art,Prestax Flexible Ring Binders,49.68,2,11.23,0,COD,Not Returned
C-10419,Dan Peis,Corporate,United States,Houston,Texas,West,OFF-BI-100009,Furniture,Chairs,Avery Hanging File Binders,1116.96,2,310.73,0,Cards,Not Returned
C-10420,Giulietta Braunhardt,Corporate,United States,New York City,Illinois,Central,OFF-BI-100048,Office Supplies,Paper,Prestige Round Ring Binders,273.0,6,40.89,1,Online,Returned
C-10421,Luke Wallace,Corporate,United States,San Diego,Texas,South,OFF-BI-100179,Technology,Phones,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",139.18,2,27.3,0,COD,Not Returned
C-10422,Lena Nguyen,Corporate,United States,Philadelphia,New York,West,OFF-BI-100133,Technology,Copiers,Wilson Jones Century Plastic Molded Ring Binders,2459.01,3,295.38,0,COD,Not Returned
C-10423,Sally Reichertbach,Home Office,United States,San Antonio,Texas,Central,OFF-BI-100152,Office Supplies,Storage,GBC Plastic Binding Combs,56.94,3,9.57,0,Cards,Not Returned
C-10424,Ken MacAllister,Home Office,United States,Los Angeles,New York,East,OFF-BI-100179,Furniture,Bookcases,GBC DocuBind 300 Electric Binding Machine,440.48,4,110.58,0,Online,Not Returned
